Date;Open;High;Low;Close;Volume;Evento
2005-02-04;18,075000762939453;18,5;18,00749969482422;18,497499465942383;3868000;0
2005-02-07;18,512500762939453;18,907499313354492;18,475000381469727;18,725000381469727;2898800;0
2005-02-08;18,770000457763672;18,934999465942383;18,65250015258789;18,899999618530273;4080400;0
2005-02-09;18,90250015258789;18,90250015258789;18,424999237060547;18,427499771118164;3496400;0
2005-02-10;18,47249984741211;18,52750015258789;18,184999465942383;18,49250030517578;2673200;0
2005-02-11;18,5;18,725000381469727;18,350000381469727;18,627500534057617;1889200;0
2005-02-14;18,677499771118164;18,787500381469727;18,645000457763672;18,65999984741211;2096000;0
2005-02-15;18,649999618530273;18,649999618530273;18,325000762939453;18,4375;3585200;0
2005-02-16;18,4375;18,642499923706055;18,389999389648438;18,587499618530273;2789200;0
2005-02-17;18,514999389648438;18,649999618530273;18,19499969482422;18,202499389648438;3940000;0
2005-02-18;17,9375;18,0674991607666;17,647499084472656;18,012500762939453;6304800;0
2005-02-22;18,0;18,094999313354492;17,540000915527344;17,6299991607666;3868400;0
2005-02-23;17,684999465942383;18,235000610351562;17,672500610351562;18,049999237060547;5181200;0
2005-02-24;18,052499771118164;18,3125;17,825000762939453;18,25;2636000;0
2005-02-25;18,3125;18,677499771118164;18,162500381469727;18,549999237060547;3035200;0
2005-02-28;18,487499237060547;18,81999969482422;18,350000381469727;18,352500915527344;3836800;0
2005-03-01;18,415000915527344;18,762500762939453;18,40250015258789;18,72249984741211;3252000;0
2005-03-02;18,65999984741211;18,829999923706055;18,537500381469727;18,780000686645508;2516000;0
2005-03-03;18,795000076293945;18,822500228881836;18,489999771118164;18,575000762939453;3026400;0
2005-03-04;18,662500381469727;19,049999237060547;18,607500076293945;19,00749969482422;2527200;0
2005-03-07;18,94499969482422;19,274999618530273;18,912500381469727;19,162500381469727;2662800;0
2005-03-08;19,112499237060547;19,28499984741211;18,977500915527344;19,045000076293945;2031200;0
2005-03-09;19,012500762939453;19,092500686645508;18,719999313354492;18,719999313354492;2871600;0
2005-03-10;18,74250030517578;18,860000610351562;18,549999237060547;18,770000457763672;1797200;0
2005-03-11;18,8125;18,987499237060547;18,697500228881836;18,77750015258789;1497200;0
2005-03-14;18,797500610351562;18,924999237060547;18,747499465942383;18,90999984741211;1430800;0
2005-03-15;19,024999618530273;19,1825008392334;18,924999237060547;18,954999923706055;3268000;0
2005-03-16;18,860000610351562;18,862499237060547;18,422500610351562;18,497499465942383;3356400;0
2005-03-17;18,5;18,6875;18,462499618530273;18,532499313354492;2978000;0
2005-03-18;18,5575008392334;18,56999969482422;18,225000381469727;18,3174991607666;1994400;0
2005-03-21;18,299999237060547;18,510000228881836;18,162500381469727;18,420000076293945;1938800;0
2005-03-22;18,417499542236328;18,614999771118164;18,112499237060547;18,145000457763672;2685200;0
2005-03-23;18,0625;18,107500076293945;17,982500076293945;18,0049991607666;3547200;0
2005-03-24;18,05500030517578;18,34749984741211;18,05500030517578;18,21500015258789;1284400;0
2005-03-28;18,217500686645508;18,217500686645508;17,852500915527344;17,905000686645508;2553600;0
2005-03-29;17,88249969482422;17,952499389648438;17,147499084472656;17,227500915527344;4922800;0
2005-03-30;17,227500915527344;17,537500381469727;17,207500457763672;17,440000534057617;3134400;0
2005-03-31;17,440000534057617;17,752500534057617;17,397499084472656;17,587499618530273;2157200;0
2005-04-01;17,625;17,860000610351562;17,549999237060547;17,697500228881836;2799200;0
2005-04-04;17,68000030517578;17,69499969482422;17,264999389648438;17,512500762939453;4044000;0
2005-04-05;17,524999618530273;17,80500030517578;17,459999084472656;17,677499771118164;2141600;0
2005-04-06;17,6825008392334;17,684999465942383;17,392499923706055;17,399999618530273;3933600;0
2005-04-07;17,399999618530273;17,462499618530273;16,947500228881836;17,102500915527344;7270800;0
2005-04-08;17,125;17,237499237060547;16,707500457763672;16,725000381469727;4330000;0
2005-04-11;16,799999237060547;16,844999313354492;16,475000381469727;16,697500228881836;5077600;0
2005-04-12;16,700000762939453;17,25;16,672500610351562;17,157499313354492;4343200;0
2005-04-13;17,107500076293945;17,200000762939453;16,760000228881836;16,834999084472656;3980800;0
2005-04-14;16,912500381469727;17,049999237060547;16,434999465942383;16,542499542236328;6004000;0
2005-04-15;16,5;16,645000457763672;15,960000038146973;15,962499618530273;4630000;0
2005-04-18;16,002500534057617;16,450000762939453;15,897500038146973;16,28499984741211;3074400;0
2005-04-19;16,34749984741211;16,704999923706055;16,34749984741211;16,575000762939453;2218800;0
2005-04-20;16,875;17,002500534057617;16,49250030517578;16,4950008392334;6544800;0
2005-04-21;17,997499465942383;18,174999237060547;17,512500762939453;17,93000030517578;16090800;0
2005-04-22;17,99250030517578;18,012500762939453;17,71500015258789;17,822500228881836;4700000;0
2005-04-25;17,875;17,899999618530273;17,622499465942383;17,72249984741211;5924800;0
2005-04-26;17,725000381469727;17,93000030517578;17,477500915527344;17,512500762939453;5966000;0
2005-04-27;17,514999389648438;17,514999389648438;16,9424991607666;17,22249984741211;6063600;0
2005-04-28;17,22249984741211;17,280000686645508;17,030000686645508;17,032499313354492;2633600;0
2005-04-29;17,137500762939453;17,225000381469727;16,834999084472656;17,0;2670000;0
2005-05-02;17,049999237060547;17,4375;17,014999389648438;17,337499618530273;4002800;0
2005-05-03;16,875;17,299999237060547;16,497499465942383;16,540000915527344;11304800;0
2005-05-04;16,602500915527344;17,25;16,594999313354492;17,079999923706055;4954000;0
2005-05-05;16,975000381469727;17,19499969482422;16,802499771118164;16,950000762939453;2317600;0
2005-05-06;17,075000762939453;17,157499313354492;17,0049991607666;17,06999969482422;2911200;0
2005-05-09;17,13249969482422;17,13249969482422;16,795000076293945;16,940000534057617;2572000;0
2005-05-10;16,75;17,042499542236328;16,637500762939453;16,7549991607666;4684800;0
2005-05-11;16,7549991607666;16,815000534057617;16,392499923706055;16,770000457763672;4207200;0
2005-05-12;16,752500534057617;16,850000381469727;16,142499923706055;16,1875;4738800;0
2005-05-13;16,149999618530273;16,332500457763672;15,975000381469727;16,014999389648438;3635200;0
2005-05-16;16,075000762939453;16,4325008392334;16,0;16,375;3227200;0
2005-05-17;16,377500534057617;16,59000015258789;16,377500534057617;16,575000762939453;3337600;0
2005-05-18;16,625;17,200000762939453;16,61750030517578;16,950000762939453;2855600;0
2005-05-19;17,012500762939453;17,487499237060547;16,90999984741211;17,1924991607666;5002400;0
2005-05-20;17,225000381469727;17,225000381469727;17,0;17,100000381469727;2520000;0
2005-05-23;17,162500381469727;17,422500610351562;17,127500534057617;17,297500610351562;2906400;0
2005-05-24;17,25;17,292499542236328;17,037500381469727;17,165000915527344;2154400;0
2005-05-25;17,162500381469727;17,1875;16,940000534057617;17,002500534057617;1767200;0
2005-05-26;17,0575008392334;17,235000610351562;17,045000076293945;17,217500686645508;2497200;0
2005-05-27;17,174999237060547;17,295000076293945;17,162500381469727;17,227500915527344;801600;0
2005-05-31;17,1875;17,204999923706055;16,815000534057617;16,987499237060547;3289200;0
2005-06-01;16,924999237060547;17,377500534057617;16,809999465942383;17,282499313354492;3798000;0
2005-06-02;17,28499984741211;18,149999618530273;17,0575008392334;17,895000457763672;8940800;0
2005-06-03;17,895000457763672;17,90999984741211;17,7450008392334;17,842500686645508;3106800;0
2005-06-06;17,905000686645508;17,90999984741211;17,587499618530273;17,737499237060547;2623600;0
2005-06-07;17,8700008392334;18,125;17,84000015258789;17,872499465942383;3644000;0
2005-06-08;17,950000762939453;18,072500228881836;17,665000915527344;17,7450008392334;2374800;0
2005-06-09;17,787500381469727;17,80500030517578;17,49250030517578;17,732500076293945;4412800;0
2005-06-10;17,727500915527344;18,002500534057617;17,700000762939453;17,862499237060547;2156000;0
2005-06-13;17,862499237060547;18,212499618530273;17,799999237060547;18,00749969482422;1458400;0
2005-06-14;18,002500534057617;18,079999923706055;17,844999313354492;17,967500686645508;2487600;0
2005-06-15;18,030000686645508;18,087499618530273;17,6200008392334;17,8125;2131200;0
2005-06-16;17,924999237060547;18,142499923706055;17,899999618530273;18,09749984741211;3890000;0
2005-06-17;18,25;18,50749969482422;18,127500534057617;18,50749969482422;3402800;0
2005-06-20;18,44499969482422;18,579999923706055;18,34000015258789;18,5575008392334;2938000;0
2005-06-21;18,587499618530273;18,912500381469727;18,587499618530273;18,752500534057617;3885200;0
2005-06-22;18,799999237060547;18,875;18,642499923706055;18,719999313354492;1722400;0
2005-06-23;18,725000381469727;18,760000228881836;18,227500915527344;18,2450008392334;4405200;0
2005-06-24;18,25;18,342500686645508;18,014999389648438;18,075000762939453;4435200;0
2005-06-27;18,072500228881836;18,389999389648438;18,0674991607666;18,302499771118164;2811600;0
2005-06-28;18,364999771118164;19,0;18,364999771118164;18,88249969482422;3776800;0
2005-06-29;18,94499969482422;19,0;18,727500915527344;18,797500610351562;1187600;0
2005-06-30;18,860000610351562;18,907499313354492;18,577499389648438;18,65250015258789;3088400;0
2005-07-01;18,75;18,774999618530273;18,547500610351562;18,690000534057617;2197600;0
2005-07-05;18,587499618530273;18,872499465942383;18,40999984741211;18,712499618530273;3416800;0
2005-07-06;18,672500610351562;18,84749984741211;18,502500534057617;18,690000534057617;2990400;0
2005-07-07;18,540000915527344;18,642499923706055;18,389999389648438;18,625;2019200;0
2005-07-08;18,600000381469727;18,8125;18,542499542236328;18,7549991607666;1882400;0
2005-07-11;18,799999237060547;19,3125;18,795000076293945;19,25749969482422;2184400;0
2005-07-12;19,237499237060547;19,239999771118164;18,94499969482422;19,059999465942383;2620800;1
2005-07-13;19,0625;19,235000610351562;19,020000457763672;19,162500381469727;1045200;0
2005-07-14;19,162500381469727;19,77750015258789;19,162500381469727;19,7450008392334;3976000;0
2005-07-15;19,7450008392334;19,75;19,422500610351562;19,5625;2054800;0
2005-07-18;19,502500534057617;19,610000610351562;19,4375;19,524999618530273;1716000;0
2005-07-19;19,587499618530273;19,875;19,459999084472656;19,8125;1864400;0
2005-07-20;19,75;20,274999618530273;19,600000381469727;20,237499237060547;2378800;0
2005-07-21;20,299999237060547;20,9375;20,047500610351562;20,885000228881836;6096800;0
2005-07-22;21,737499237060547;22,002500534057617;21,072500228881836;21,52750015258789;11863200;0
2005-07-25;21,59000015258789;21,649999618530273;21,232500076293945;21,2450008392334;4707600;0
2005-07-26;21,270000457763672;21,537500381469727;21,21500015258789;21,315000534057617;2377600;0
2005-07-27;21,25;21,4375;20,94499969482422;20,989999771118164;4068400;0
2005-07-28;21,024999618530273;21,53499984741211;21,024999618530273;21,417499542236328;2761200;2
2005-07-29;21,469999313354492;21,59749984741211;21,299999237060547;21,360000610351562;1681600;0
2005-08-01;21,422500610351562;21,512500762939453;21,3125;21,452499389648438;1551200;0
2005-08-02;21,452499389648438;21,600000381469727;21,287500381469727;21,475000381469727;2420400;0
2005-08-03;21,4375;21,46500015258789;21,2450008392334;21,34749984741211;1881600;0
2005-08-04;21,34749984741211;21,46500015258789;21,19499969482422;21,337499618530273;2634400;0
2005-08-05;21,392499923706055;21,417499542236328;21,03499984741211;21,052499771118164;1640800;0
2005-08-08;21,174999237060547;21,362499237060547;21,100000381469727;21,167499542236328;1661600;0
2005-08-09;21,229999542236328;21,434999465942383;21,167499542236328;21,372499465942383;2843200;0
2005-08-10;21,5;21,940000534057617;21,5;21,829999923706055;4625600;0
2005-08-11;21,875;21,924999237060547;21,5674991607666;21,69499969482422;2067200;0
2005-08-12;21,662500381469727;21,662500381469727;21,292499542236328;21,40999984741211;1697600;0
2005-08-15;21,40999984741211;21,647499084472656;21,282499313354492;21,55500030517578;1502800;2
2005-08-16;21,454999923706055;21,454999923706055;20,924999237060547;21,020000457763672;2052800;0
2005-08-17;20,950000762939453;21,107500076293945;20,700000762939453;21,012500762939453;2118000;0
2005-08-18;20,975000381469727;21,15999984741211;20,877500534057617;21,104999542236328;1694800;0
2005-08-19;21,25;21,334999084472656;21,139999389648438;21,297500610351562;1672000;2
2005-08-22;21,360000610351562;21,549999237060547;21,02750015258789;21,145000457763672;1419200;0
2005-08-23;21,145000457763672;21,184999465942383;20,760000228881836;21,040000915527344;2144000;0
2005-08-24;21,042499542236328;21,372499465942383;20,907499313354492;20,975000381469727;1761200;0
2005-08-25;21,25;21,8075008392334;21,172500610351562;21,487499237060547;3592800;0
2005-08-26;21,540000915527344;21,582500457763672;21,104999542236328;21,177499771118164;1190800;0
2005-08-29;21,125;21,514999389648438;20,962499618530273;21,477500915527344;1268800;0
2005-08-30;21,475000381469727;21,475000381469727;21,065000534057617;21,227500915527344;1898800;0
2005-08-31;21,25749969482422;21,61750030517578;21,147499084472656;21,61750030517578;2500400;0
2005-09-01;21,614999771118164;21,65999984741211;21,475000381469727;21,610000610351562;1645600;0
2005-09-02;21,6825008392334;21,702499389648438;21,424999237060547;21,542499542236328;1423200;0
2005-09-06;21,587499618530273;21,9375;21,549999237060547;21,897499084472656;1516000;0
2005-09-07;21,924999237060547;22,40250015258789;21,764999389648438;22,389999389648438;2566000;0
2005-09-08;22,387500762939453;22,407499313354492;22,0674991607666;22,122499465942383;2543200;0
2005-09-09;22,122499465942383;22,207500457763672;21,905000686645508;22,170000076293945;1212800;0
2005-09-12;22,232500076293945;23,469999313354492;22,232500076293945;23,309999465942383;5896000;0
2005-09-13;23,417499542236328;23,417499542236328;22,625;23,052499771118164;2428400;0
2005-09-14;22,975000381469727;22,975000381469727;22,59749984741211;22,670000076293945;1560000;0
2005-09-15;22,697500228881836;22,802499771118164;22,5;22,549999237060547;979600;0
2005-09-16;22,700000762939453;23,02750015258789;22,665000915527344;23,0049991607666;2677200;0
2005-09-19;23,0575008392334;23,065000534057617;22,4424991607666;22,662500381469727;1740400;0
2005-09-20;22,662500381469727;22,75749969482422;22,235000610351562;22,350000381469727;2177600;0
2005-09-21;22,325000762939453;22,832500457763672;22,252500534057617;22,565000534057617;2630000;0
2005-09-22;22,5575008392334;22,610000610351562;22,157499313354492;22,392499923706055;1705600;0
2005-09-23;22,392499923706055;22,542499542236328;22,15250015258789;22,4375;1728400;0
2005-09-26;21,592500686645508;22,0575008392334;21,5;21,8700008392334;5850400;0
2005-09-27;21,852500915527344;22,017499923706055;21,74250030517578;21,889999389648438;2438000;0
2005-09-28;21,975000381469727;21,989999771118164;21,587499618530273;21,645000457763672;1795600;0
2005-09-29;21,645000457763672;21,760000228881836;21,4375;21,72249984741211;2640000;0
2005-09-30;21,674999237060547;22,082500457763672;21,674999237060547;21,997499465942383;1817600;0
2005-10-03;21,93000030517578;22,084999084472656;21,827499389648438;21,989999771118164;1620400;0
2005-10-04;22,045000076293945;22,052499771118164;21,524999618530273;21,5674991607666;2399200;0
2005-10-05;21,5049991607666;21,5049991607666;20,842500686645508;20,88249969482422;3462400;0
2005-10-06;20,8799991607666;20,885000228881836;20,420000076293945;20,71500015258789;2999600;0
2005-10-07;20,75;20,892499923706055;20,514999389648438;20,782499313354492;2097600;0
2005-10-10;20,75;20,782499313354492;20,462499618530273;20,497499465942383;2459200;0
2005-10-11;20,497499465942383;20,764999389648438;20,125;20,237499237060547;2848000;0
2005-10-12;20,2549991607666;20,452499389648438;20,020000457763672;20,107500076293945;2010400;0
2005-10-13;20,049999237060547;20,174999237060547;19,969999313354492;20,107500076293945;4152800;0
2005-10-14;20,1924991607666;20,46500015258789;20,149999618530273;20,354999542236328;2133200;0
2005-10-17;20,4375;20,575000762939453;20,25749969482422;20,36750030517578;1313600;0
2005-10-18;20,274999618530273;20,395000457763672;20,024999618530273;20,162500381469727;1839600;0
2005-10-19;20,162500381469727;20,452499389648438;19,877500534057617;20,440000534057617;1672800;0
2005-10-20;20,375;20,667499542236328;20,082500457763672;20,155000686645508;2664800;0
2005-10-21;20,0;20,127500534057617;19,450000762939453;19,552499771118164;5343200;0
2005-10-24;19,552499771118164;20,237499237060547;19,524999618530273;20,162500381469727;3496400;0
2005-10-25;20,037500381469727;20,405000686645508;19,962499618530273;20,262500762939453;1526400;0
2005-10-26;20,149999618530273;20,625;20,110000610351562;20,252500534057617;2002800;0
2005-10-27;21,125;21,202499389648438;20,1825008392334;20,25;3896400;0
2005-10-28;20,5;20,97249984741211;20,450000762939453;20,852500915527344;3416400;0
2005-10-31;21,037500381469727;21,524999618530273;20,9950008392334;21,342500686645508;3607200;0
2005-11-01;21,350000381469727;21,690000534057617;21,350000381469727;21,532499313354492;2254000;0
2005-11-02;21,5;21,8125;21,497499465942383;21,614999771118164;2872400;0
2005-11-03;21,774999618530273;22,0575008392334;21,5625;21,71500015258789;2407200;0
2005-11-04;21,697500228881836;21,86750030517578;21,594999313354492;21,627500534057617;1716800;0
2005-11-07;21,6299991607666;22,11750030517578;21,5575008392334;22,09749984741211;2517600;0
2005-11-08;22,0625;22,327499389648438;21,927499771118164;22,280000686645508;2842000;0
2005-11-09;21,899999618530273;22,3700008392334;21,899999618530273;22,087499618530273;3599200;0
2005-11-10;22,087499618530273;22,102500915527344;21,53499984741211;21,97249984741211;4352400;0
2005-11-11;22,03499984741211;22,15999984741211;21,6875;21,767499923706055;2054000;0
2005-11-14;21,702499389648438;21,889999389648438;21,59749984741211;21,71500015258789;1520000;0
2005-11-15;21,639999389648438;21,737499237060547;21,387500762939453;21,485000610351562;2585600;0
2005-11-16;21,524999618530273;21,677499771118164;21,3799991607666;21,482500076293945;2182400;0
2005-11-17;21,649999618530273;21,649999618530273;21,36750030517578;21,537500381469727;2908800;0
2005-11-18;21,600000381469727;21,825000762939453;21,5674991607666;21,822500228881836;2560800;0
2005-11-21;21,924999237060547;22,0;21,75;21,962499618530273;1312800;0
2005-11-22;21,899999618530273;22,235000610351562;21,84000015258789;22,235000610351562;1544000;0
2005-11-23;22,172500610351562;22,25;22,040000915527344;22,167499542236328;1032400;0
2005-11-25;22,1875;22,247499465942383;22,0575008392334;22,162500381469727;248800;0
2005-11-28;22,287500381469727;22,350000381469727;22,052499771118164;22,110000610351562;1554400;0
2005-11-29;22,157499313354492;22,225000381469727;22,047500610351562;22,075000762939453;1112800;0
2005-11-30;22,162500381469727;22,600000381469727;22,125;22,25;5064400;0
2005-12-01;22,399999618530273;22,895000457763672;22,397499084472656;22,829999923706055;2454800;0
2005-12-02;22,875;22,927499771118164;22,387500762939453;22,514999389648438;1465600;0
2005-12-05;22,5;22,747499465942383;22,225000381469727;22,707500457763672;2685200;0
2005-12-06;22,707500457763672;22,712499618530273;22,325000762939453;22,4375;3560800;0
2005-12-07;22,4375;22,4375;22,059999465942383;22,137500762939453;2022800;0
2005-12-08;22,1875;22,225000381469727;21,575000762939453;21,657499313354492;4013600;0
2005-12-09;21,707500457763672;22,020000457763672;21,707500457763672;21,899999618530273;2150800;0
2005-12-12;21,979999542236328;22,219999313354492;21,809999465942383;21,924999237060547;2410800;1
2005-12-13;21,899999618530273;22,13249969482422;21,862499237060547;21,977500915527344;3063600;0
2005-12-14;22,0;22,262500762939453;22,0;22,084999084472656;1413600;0
2005-12-15;22,147499084472656;22,200000762939453;21,952499389648438;22,100000381469727;4190000;0
2005-12-16;22,487499237060547;22,662500381469727;22,25;22,252500534057617;5813200;1
2005-12-19;22,337499618530273;22,350000381469727;21,917499542236328;21,962499618530273;7348800;0
2005-12-20;21,962499618530273;22,0;21,670000076293945;21,677499771118164;4258800;0
2005-12-21;21,739999771118164;22,25749969482422;21,704999923706055;22,107500076293945;4460400;0
2005-12-22;22,1200008392334;22,422500610351562;22,107500076293945;22,40250015258789;2639200;0
2005-12-23;22,649999618530273;22,857500076293945;22,524999618530273;22,75749969482422;2660000;0
2005-12-27;22,81999969482422;23,125;22,604999542236328;22,604999542236328;3246000;0
2005-12-28;22,667499542236328;22,9375;22,5625;22,895000457763672;1861200;0
2005-12-29;22,912500381469727;23,072500228881836;22,857500076293945;22,895000457763672;1694400;0
2005-12-30;22,725000381469727;22,727500915527344;22,3799991607666;22,4325008392334;2404800;0
2006-01-03;22,587499618530273;22,717500686645508;22,172500610351562;22,717500686645508;3357600;0
2006-01-04;22,717500686645508;24,2450008392334;22,65250015258789;23,885000228881836;8954400;0
2006-01-05;23,887500762939453;23,967500686645508;23,399999618530273;23,549999237060547;4472800;0
2006-01-06;23,875;24,1299991607666;23,610000610351562;23,825000762939453;2256000;0
2006-01-09;23,887500762939453;24,232500076293945;23,875;24,0625;3642000;0
2006-01-10;24,022499084472656;24,0625;23,72249984741211;23,997499465942383;4486000;0
2006-01-11;24,075000762939453;24,325000762939453;23,977500915527344;24,237499237060547;2821200;0
2006-01-12;24,237499237060547;24,457500457763672;24,237499237060547;24,3799991607666;2947600;0
2006-01-13;24,3799991607666;24,467500686645508;23,969999313354492;24,142499923706055;1940800;0
2006-01-17;24,079999923706055;24,087499618530273;23,667499542236328;23,767499923706055;2226800;0
2006-01-18;23,61750030517578;24,149999618530273;23,602500915527344;24,075000762939453;2014000;0
2006-01-19;24,087499618530273;24,15250015258789;23,844999313354492;23,9375;2120800;0
2006-01-20;23,9375;23,9375;23,34749984741211;23,427499771118164;2598800;0
2006-01-23;23,427499771118164;23,43000030517578;23,125;23,350000381469727;2731600;0
2006-01-24;23,450000762939453;23,6875;23,440000534057617;23,61750030517578;2451200;0
2006-01-25;23,797500610351562;23,84749984741211;23,399999618530273;23,5049991607666;2000000;0
2006-01-26;23,6875;23,924999237060547;23,19499969482422;23,479999542236328;3356000;0
2006-01-27;23,59000015258789;25,049999237060547;23,524999618530273;24,977500915527344;5935600;0
2006-01-30;24,747499465942383;25,104999542236328;24,40250015258789;24,610000610351562;6630000;0
2006-01-31;24,610000610351562;24,612499237060547;24,06999969482422;24,325000762939453;4533600;0
2006-02-01;24,512500762939453;25,049999237060547;24,40999984741211;24,979999542236328;3804400;0
2006-02-02;25,225000381469727;25,467500686645508;24,40999984741211;24,462499618530273;5309600;0
2006-02-03;24,462499618530273;25,079999923706055;24,25;25,024999618530273;4037600;0
2006-02-06;25,0;25,59749984741211;24,977500915527344;25,502500534057617;3840800;0
2006-02-07;25,287500381469727;25,524999618530273;24,832500457763672;24,864999771118164;4226800;0
2006-02-08;24,8125;25,112499237060547;24,637500762939453;24,924999237060547;2818800;0
2006-02-09;24,950000762939453;25,22249984741211;24,86750030517578;24,927499771118164;2127200;0
2006-02-10;25,0;25,227500915527344;24,674999237060547;24,969999313354492;3116800;0
2006-02-13;24,969999313354492;25,200000762939453;24,725000381469727;24,875;4133200;0
2006-02-14;24,872499465942383;25,25749969482422;24,637500762939453;25,15999984741211;2941200;0
2006-02-15;25,22249984741211;26,174999237060547;25,092500686645508;25,975000381469727;4198000;0
2006-02-16;25,975000381469727;26,360000610351562;25,790000915527344;26,100000381469727;2725600;0
2006-02-17;25,954999923706055;26,327499389648438;25,954999923706055;26,11750030517578;2700800;0
2006-02-21;26,1875;26,662500381469727;26,125;26,267499923706055;2406000;0
2006-02-22;26,329999923706055;26,90250015258789;26,329999923706055;26,88249969482422;9240800;0
2006-02-23;26,88249969482422;26,962499618530273;26,6299991607666;26,690000534057617;7288800;0
2006-02-24;26,737499237060547;26,9424991607666;26,537500381469727;26,885000228881836;1512800;0
2006-02-27;26,99250030517578;27,649999618530273;26,977500915527344;27,225000381469727;3421600;0
2006-02-28;27,227500915527344;27,229999542236328;26,8799991607666;27,06999969482422;2684800;0
2006-03-01;27,05500030517578;27,482500076293945;27,040000915527344;27,329999923706055;2417200;0
2006-03-02;27,155000686645508;27,197500228881836;26,88249969482422;27,024999618530273;2846400;0
2006-03-03;26,674999237060547;27,342500686645508;26,65999984741211;27,145000457763672;2253600;0
2006-03-06;27,049999237060547;27,079999923706055;26,362499237060547;26,450000762939453;4274800;2
2006-03-07;26,450000762939453;26,674999237060547;26,012500762939453;26,350000381469727;2661200;0
2006-03-08;26,174999237060547;26,280000686645508;25,770000457763672;26,15999984741211;3825600;0
2006-03-09;26,127500534057617;26,1875;25,844999313354492;25,854999542236328;2199600;0
2006-03-10;25,857500076293945;26,1875;25,637500762939453;26,165000915527344;3280800;0
2006-03-13;26,3125;26,5;26,09749984741211;26,149999618530273;2793600;0
2006-03-14;26,149999618530273;26,670000076293945;25,997499465942383;26,5;4019600;0
2006-03-15;26,602500915527344;27,045000076293945;26,417499542236328;27,042499542236328;2628000;2
2006-03-16;27,212499618530273;27,322500228881836;26,954999923706055;27,014999389648438;2506000;0
2006-03-17;27,022499084472656;27,09749984741211;26,825000762939453;26,950000762939453;2282400;0
2006-03-20;26,9375;27,114999771118164;26,8174991607666;27,042499542236328;1987200;2
2006-03-21;27,042499542236328;27,042499542236328;26,270000457763672;26,329999923706055;3130000;0
2006-03-22;26,377500534057617;26,799999237060547;26,377500534057617;26,75;3145200;0
2006-03-23;26,75;26,75;26,0;26,1924991607666;3321200;0
2006-03-24;26,21500015258789;26,399999618530273;25,954999923706055;26,282499313354492;2186400;0
2006-03-27;26,25;26,50749969482422;26,207500457763672;26,50749969482422;1569200;0
2006-03-28;26,450000762939453;26,452499389648438;26,012500762939453;26,162500381469727;2083200;0
2006-03-29;26,104999542236328;26,40250015258789;25,940000534057617;26,287500381469727;2728000;0
2006-03-30;26,274999618530273;26,485000610351562;25,877500534057617;26,014999389648438;3256000;0
2006-03-31;26,06999969482422;26,377500534057617;25,905000686645508;26,274999618530273;3221600;0
2006-04-03;26,325000762939453;26,565000534057617;25,997499465942383;26,200000762939453;3812000;0
2006-04-04;26,200000762939453;26,774999618530273;26,100000381469727;26,427499771118164;3839200;0
2006-04-05;26,625;26,737499237060547;26,350000381469727;26,6875;2053200;0
2006-04-06;26,690000534057617;26,770000457763672;26,1924991607666;26,227500915527344;2931600;0
2006-04-07;26,337499618530273;26,5575008392334;26,149999618530273;26,342500686645508;2915600;0
2006-04-10;26,549999237060547;27,049999237060547;26,422500610351562;26,9950008392334;4159600;0
2006-04-11;27,125;27,287500381469727;26,600000381469727;26,729999542236328;3092400;0
